text,sentiment,original_text
juang doa cekik harga bbm orang aktivitas jarang pegang uang berangkat kerja menganggu cari nafkah keluarga,1,Terus perjuangkan. Kami do&#39;a dari kami yg terbaik buat kalian.. karna memang benar2 mencekik harga bbm. Terlalu tinggi naik nya.. orang kan aktipitas jarang juga pegang uang saat berangkat kerja.  Menganggu untuk cari nafkah keluarga
bim salabim sejahtera bim salabim murah bbm demo,1,Bim salabim SEJAHTERA bim salabim MURAH bbm naik DEMO
mahasiswa demo rugi sopir duit gaga ajak demo bela rakyat rakyat,0,Ya inilh mahasiwa pendemo udah merugikn para supir dapt duit gaga d ajak demo ini yg katanya membela rakyat rakyt yg mna
papua santai ribu demo bikin sulit papua serba mahal kantong santai,1,Di papua santai... Cuma naik 2000 sj demo utk ap bikn susah diri.... Papua semua serba mahal katong santai lain...
pimpin negeri tinggal tanggung jawabanya kelak akhirat sayang rakyat sengsara akibat emis gelandang anggur akibat ulah perintah allah orang aniaya doa kabul,1,"Wahai pemipin 2 kita negeri ini , kalian kalau meninggal akan diminta pertanggung jawabanya kelak di akhirat ,kalian tidak bisa menyayangi  rakyat ,tapi malah menyengsarakannya ,akibatnya banyak pengemis,gelandangan pengangguran itu akibat ulah pemerintah sekarang .tapi Alloh akan selalu bersama orang yang teraniaya dan pasti do&#39;anya akan dikabulkan."
demo rubah putus perintah,0,SETIAP  DEMO  TAK AKAN  MEROBAH  KEPUTUSAN  PEMERINTAH
makan orang tua upah demo demo demo selesai bebas manfaat buta demo anarkis,0,"Makan masih ikut orang tua aja udah banyak upah demo demo,apakah demo bisa menyelesaikan masalah.kebebasan kok dimanfaatkan buta demo anargis"
lengser perintah zalim cepat allah hancur khianat kuasa allah,0,Harus dilengserkan pemerintah Zholim secepatnya... Yaa Allah hancurkan semua para penghianat pengikut nya ..dan tunjukkan lah kekuasaanmu yaa Allah 😢😢😢
mahasiswa kalang nikmat subsidi bbm cuman kalang beli liter tahan habis ratus liter jalan mobil buang buang bbm,0,Mahasiswa kebanyakan dari kalangan menengah keatas yg menikmati subsidi BBM...yg menengah ke bawah cuman 10% ...kami dari kalangan bawah beli 2 liter tahan 1 bulan...mereka sebulan habis ratusan liter . Sedikit jalan naik mobil buang buang BBM aja
ganti presiden orang jawa insya allah beda,1,"Ganti presiden ny jgn org Jawa, insya Alloh ada perbedaan."
minyak solar bensin habis tenggak habis mobil mobil angkut usaha malaj rakyat kena tekan sungguh miris pimpin jabat negara pimpin erti usaha erti seluk beluk usaha tenggak solar bensin miris miris pimpin nama,0,"Minyak solar dan bensin habis di tenggak habis oleh mobil mobil angkutan perusahaan besar, tapi malaj rakyat yang kena tekan. Sungguh miris pemimpin dan pejabat negara ini. Pemimpin tak ngerti perusahaan n tak ngerti seluk beluk perusahaan besar penenggak solar dan bensin. Miris miris... Pemimpin apa namanya ini..."
hasil,1,Ada hasil blm ttp aja naik😅
salutsmngat pmii,1,Salut..smngat terus PMII
kalou urus perut rakyat takut mati demo nusantara bak orang kessurupan pandang hujan panas bbm turun,1,Kalou urusan perut Rakyat ngga takut mati. Demo di Nusantara. Bak orang kessurupan tak pandang ke hujanan /kepanasan. Minta BBM di turunkan.
bbm hapus subsidi bbm biar kere,0,Gak usah naikin bbm.... Hapus aja subsidi bbm.... Biar tambah kere semua
mauuuu malu aja masyarakat diam diam aja mahasiswa makilin siapaaaaa,0,"Mauuuu padaaa ngapaiiiiinnnn... Malu2,in ajaaaaa..... Kita masyarakat kecil aja diem2 ajaaaa.... Mahasiswa makilin siapaaaaa"
dpr majelis musyawarat rakyat ketawa lihat kayak,1,DPR dan MPR mala ketawa lihat kaya gini...
sila harga bbm berat berat kasihan rakyat moga perintah jalan selesai bangsa,0,"Silahkan saja harga BBM naik, asal tidak memberatkan. Namun menurut saya ini sudah memberatkan. Kasihan rakyat. Semoga pemerintah segera mendapatkan jalan penyelesaian yang terbaik untuk bangsa ini...🙏"
juang,1,Apa yang kalian perjuangkan ..??
orang orang otak jabat brutal gitu,0,"org org ngga punya otak, bagaimana nanti kalau jd pejabat, belum jd aja sudah brutal gitu,,"
indonesia damai,0,Indonesia sudah mulai tidak damai
allah lindung juang rakyat allah jaga anak,1,Ya allah lindungilh mereka yg berjuang utk rakyat ini ya allah jaga anak&quot; km
mahasiswa juang rakyat versus polisi jalan tugas kasihan indonesia,1,Mahasiswa berjuang untuk rakyat vs polisi yg cuma menjalankan tugas...kasihan Indonesiaku
tolong banding malaysia indonesia juta duduk banding malaysia juta geografi indonesia malaysiamalaysia subsidi indonesia memudharatkan bangun ekonomi keselurohanyarakyat indonesia sabar gelombang inflasi landa dunia indonesia sahajasalam malaysia,1,"Tolong jangan bandingkan dengan Malaysia..Indonesia dengan 277 juta penduduk berbanding Malaysia 33 juta..geography indonesia jauh lebih besar dari Malaysia.<br>Malaysia boleh beri subsidi tinggi,tetapi Indonesia tidak boleh..kerna akan memudharatkan pembangunan dan ekonomi keselurohanya.<br>Rakyat indonesia perlu bersabar..gelombang inflasi melanda seluroh dunia..bukan di Indonesia sahaja.<br>Salam dari Malaysia."
majasiswa kendur bela rakyat bohong perintah,1,Terus majasiswa jangan kendor bela rakyat yang dibohongi pemerintah
selamat juang mahasiswa wakil aspirasi rakyat,1,"Selamat berjuwang para Mahasiswa,sebagai wakil Aspirasi Rakyat kecil."
mahasiswa supirtenang dukung masyarakat,1,Tadi mahasiswa sekarang supir<br>Tenang saya dukung karena saya ada di pihak masyarakat
solusi kaum muslimin agama islam murni islam rasulullah shallallahualaihi wasallam allah tolong kaum muslimin,1,"Solusinya adalah kaum Muslimin harus mengembalikan agamanya kepada <b>Islam yang murni, yaitu Islam yang telah disampaikan oleh Rasulullah Shallallahu&#39;alaihi wasallam.</b> <br>Allah akan menolong Kaum Muslimin."
wallahi allah maha harga barang demo sampah demokrasi ingkar terima allah takdir baca arti sampah,0,"<b>WALLAHI, ALLAH-LAH, YANG MAHA MENAIKAN HARGA2 BARANG. PARA PENDEMO ADALAH SAMPAH2 DEMOKRASI YANG MENGINGKARI DAN TIDAK MENERIMA SESUATU YANG ALLAH TAKDIRKAN.</b> <br>Pembaca pasti tahu apa arti SAMPAH."
syukur bahan pokok beras kuasa perintah coba kuasi hadehhhparah,1,Saya masih bersukur  bahan poko beras tidak di kuasai pemerintah cobaaa kalau di kuasi pasti mereka akan menaikan juga hadehhh..parah.
mahasiswa lidah masyarakat bela bangsa rakyat doa,1,"Hanya mahasiswa yg bisa perpanjang lidah masyarakat ,bersatu lah wahai pembela bangsa ,kami rayat selalu mendoa kan kalian"
pasang mahasiswa hancur quot pimpin yah lihat kerja urus negara awas yah urus negara beres rakyat indonesia hukum dikit quot dikitquot demo kayak pintar sekolah kelar gaya loh,0,Pasangan mahasiswa hancur &quot; Kan kamu aza yg jdi pemimpin yh dan aku mo liat cara kerja mu ngurus negara ini awas yh klo ngurus negara gk beres kami rakyat Indonesia menghukum. Dikit &quot; demi dikit&quot; demo kaya pling bener aza kamu pling pinter sekolah aza lom klar gaya lho
zaman jokowi parah bangun orang pimpin,0,Di jaman pak Jokowi makin parah ni bukan makin membaik .<br>Kalau Maslah pembangunan itu semua orang juga bisa jadi pemimpin .
semangat mahasiswa salur aspirasi cerdas santun,1,Semangat mahasiswa.... <br>Salurkan aspirasimi dgn cerdas dan santun
tolong wakil dpr republik indonesia majelis musyawarat rakyat republik indonesia dprd terima wakil demonstran duduk pesan dpr republik indonesia majelis musyawarat rakyat republik indonesia jatuh korban suasana tenang dpr republik indonesia majelis musyawarat rakyat republik indonesia dprd bubar,1,"tolong perwakilan DPR RI dan MPR RI dan DPRD Nerima perwakilan demonstran untuk duduk menyampaikan  pesan untuk DPR RI dan MPR RI supaya gak jatuh korban , tetapi suasana tenang , kalau gak lebih baik DPR RI dan MPR RI dan DPRD di bubarkan aja"
selamat bbm hasil bunuh perlahan lembut,0,Selamat dgn bbm naik lagi anda telah berhasil membunuhkami secara perlahan dan lembut..
udah rusak bikin malas demo rusak e ha,0,Wes  molai  ngrusak  .... Yg  bikin  mlz  sebab demo  yo  ngrusak e  ..ha
demo presiden tanggap,0,"Udah lah gk usah demo2, dari presiden jg gk pernah ad tanggapan,"
nyusahin masyarakat asli masyarakat nasbung demo bikin undang undang koruptor miskin berani berani ort kena miskin,0,"Nyusahin masyarakat asli aja Lo, bukan masarakat nasbung, klu demo bikin undang2 koroptor di miskinkan berani gak, saya yakin gak bkalan berani, kan ort ada yg kena miskin dong"
pilih pimpin lihat uang kerja lihat,1,makanya memilih pemimpin jgan lihat uangnya kenerjanya yg dilihat
nek demo hilang bunga bunga utang jerat karo berantas korupsi cipta legalisasi dana usaha karyawan bangun serentak pinjam pramodal bunga jangkau,0,Nek demo ke hilangi bunga bunga utang yang menjerat Karo berantas korupsi ciptakan legalisasi dana usaha dan karyawan pembangunan serentak pertahun peminjaman pramodal bunga terjangkau ...
tol bbm anggur rusuh perang amp covid iki hilang nggo,0,"Tol BBM, nggangur ,rusuh perang ,&amp; covid iki kapan ilang nggo OPO sebenere ..."
demo bbm miris harga bbm situ rakyat jerit juang cari nafkah,0,"Terjadi lagi demo kenaikan BBM sudah sering kejadian seperti ini , sangat miris sih di saat harga BBM naik disitu rakyat nya semakin menjerit , berjuang mencari nafkah. 😥"
mahasiswa demo tolak putus dpr anggota dpr dukung putus dpr negeri,1,"Saya yakin diantara banyaknya mahasiswa yg Demo menolak keputusan DPR pasti suatu saat nanti akan menjadi anggota DPR itu juga, dan suatu saat nanti akan mendukung keputusan DPR itu sendiri, dan saya yakin itu akan terus menerus terjadi di Negeri kita"
demo sibuk cari kerja,1,"kalian demo, saya lagi sibuk cari kerja.."
bbm turun,1,Bbm harus turun
parade calon hancur negara,0,Parade Calon Penghancur Negara
bayangin bbm bahan pokok gaji rakyat,0,Bayangin aja BBM naik bahan pokok naik sementara gaji rakyat segitu segitu aja 🙂
negeri sd ubah demo anarkis pegang kuasa pikir toko agama coba cari rumus rubah kasihan polisi kasihan mahasiswa tradisi turun turun laku aspirasi makan korban,0,"Kenapa di negeri ini sd tdk bisa lagi merubah kebiasaan demo anarkis ?wahai pemegang kekuasaan...! Para pemikr....!para toko agama,Coba cari rumus bagaimana cara merobah cara ini,kasihan polisi kita,dan lebih kasihan lagi para mahasiswa,apakah sudah cara ini,tradisi ini yang harus turun temurun kita lakukan ?tiap penyampaian aspirasi selalu makan korban ?"
jokowi senang rakyat,1,jokowi udah senangkah anda melihat rakyatmu seperti ini
hebat negeri,1,Hebatnya negriku
biarinbiar ramai biar negara lihat kondisi indonesia,1,"Biarin...biar rame, biar negara lain bisa lihat kondisi Indonesia saat ini."
untung polri,1,Untung ada POLRI👍👍👍
ricuh untung musyawarah santun pikir kepala dingin mahasiswa cendikiawan negara salah negeri negara republik indonesia pimpin ir h jokowidodo hasil pilih langsung undang undang,0,"Kenapa harus ricuh apa untungnya kan masih bisa dimusyawarahkan dgn santun sama2 dipikirkan dgn kepala dingin apalagi mahasiswa penerus cendikiawan masa depan Negara apa yg salah dinegri NKRI ini dipimpin Olih Bpk, Ir, H, Jokowidodo ya kan ini hasil pemilihan langsung dgn undang-undang."
hidup mahasiswa hidup rakyat moga juang merdekaaa,1,Hidup mahasiswa ..hidup rakyat ..smga perjuangan kalian tidak sia sia ..merdekaaa
hancur pimpin rezim yahudi indonesia,0,HANCURKAN PEMIMPIN REZIM YAHUDI DI INDONESIA 🔥
sby presiden bocah cilik ingus betapa siksa bbm gaji bbm mahal pertamax ribu premium k golong anak anak senangy main sensasi,1,Saat SBY jadi presiden mereka masih bocil dan masih ingusan makanya mereka ga pernah tahu betapa saat itu sangat menyiksa waktu kenaikan BBM gajih kecil BBM mahal Pertamax 12k dan premium 65k kalau saat ini masih tergolong kecil cuma ya sudahlah mereka inikan cuma anak2 yg lagi senang2&#39;y bermain dan buat sensasi 🤣
demo orang orang demo kaya ajar hukum tawar minyak perintah bumi habis murah abis rugi uang perintah subsidi triliun subsidi nikmat kalang kalang orang orang beli rokok quotbensin murah sia siain bensin demo indonesia kayak bbm uang kertas uang ubah minyak bbm kuda sepeda kayak orang negeri mobil listrik,1,"Demo kaga ada gunanya, Orang-orang yang demo kayanya ga pernah belajar hukum permintaan dan penawaran. Minyak bukan berasal dari pemerintah 🗿, tapi dari dalam bumi, dan itu akan habis sekitar 5-10 tahun mendatang. Jika dibuat muraaaaaah terus, belum 10 tahun juga pasti abis, terus ngerugiin uang pemerintah buat subsidi triliunan kaga ada gunanya, toh subsidi nya dinikmatin semua kalangan, bukan kalangan orang-orang yang beli rokok aja ga mampu. &quot;Bensin murah di sia-siain, bensin naik di demo&quot; Dikira di Indonesia kaya akan BBM apa. Uang itu cuma kertas, ga bisa uang berubah menjadi minyak🗿. Kalau ga mau BBM naik ya naik kuda, atau sepeda 🚴🚲kaya orang luar negeri, atau mobil listrik."
jokowi geming sungguh tuli,0,Jokowi masih blm bergeming sungguh tuli
maju pantang mundur biar hancur indonesia heran negara negara kayak sumber daya alam rakyat miskin dukung mahasiswa biar melek mata mata jabat perintah bbm pikir rakyat kecilganccccccccuuuuuuuuukkkkk,0,Terussss maju pantang mundur.biar ancur Indonesiaku.aku heran sama negaraku sendiri.negara kaya akan sumber daya alam.tpi rakyat banyak yg miskin.terus aku dukung mahasiswa biar melek mata mata pejabat dipemerintahan tu.jgn seenaknya naikan BBM tanpa kau pikir rakyat kecil.ganccccccccuuuuuuuuukkkkk
korban plajar klir korona rakyat korban miskin trmsuk negara tuhan turun hukum dunia oknum hukum dunia akhirat,0,"Yg JDi korban plajar Bru klir mslh korona ada lg bae,, klo rkyt JDi korban smua JDi miskin trmsuk negara ,, ya tuhan turunkan lh hukumn dunia mu bagi para oknum ,karena mereka pnts mdpt hukumn dunia akhirat"
bbm kasihat rakyat semuah butuh,0,Gk usah dinaikan BBM NYA kasihat rakyat kecil semuah kebutuhannya jadi ikut naik juga...😭😭
woyyyyykesekian kali harga bbm mafia migas mafia tambang mafia migor mafia hukum mafia tanah mafia nyata rezim mafia laknat sembah drama tipu tipu peras rakyat adik kakak asuh sambo geliat periode rezim rakyat gentar,1,"Woyyyyy...Kesekian kali menaikan harga bbm,oooii  mafia migas, mafia tambang, mafia migor, mafia hukum, mafia tanah, kami tau mafia itu nyata, rejim mafia terlaknat masih kurangkah mempersembahkan drama tipu2, memeras rakyat..woy para adik&amp;kk asuh sambo yg menggeliat demi perpanjang periode rejim. rakyat tidak gentar..........."
suka ricuh cari sensasi jenuh gaduh hasil nol,1,"Memang suka ricuhhhh, cari sensasi, sebenarnya aku sudah jenuhhh dengan kegaduhannn. Hasilnya juga nooooooooooooooollllllllllllllllllll 😎"
demo rumah mega wati keluarga markas pdisiapa tangis harga bbm turun,1,Harusnya ada yg demo ke rumah mega Wati dan keluarganya serta markas besar PDI<br>Siapa tau mereka nangis2 sehingga harga BBM turun
mantap perjuangann mahasiswa judul berita evaluasi,1,Mantappp perjuangann mahasisiwaa... Judull beritanya perlu di evaluasi..
kasihan rakyat negeri kitajadi ken negeri,0,kasihan bener rakyat kecil dinegeri kita!<br>jadi pengenis dinegeri kita sendiri
perintah sedia transportasi ramah lingkung indonesia kerja transportasi kendara pribadi,1,Pemerintah perlu menyediakan transportasi umum yang memadai dan ramah lingkungan di seluruh indonesia agar para pekerja menggunakan transportasi umum bukan kendaraan pribadi.
harap tenang dunia inflasi,1,Harap tenang aje dulu. Kenaikan mungkin sementara. Seluruh dunia inflasi.
hai demo buka mata hati barang angkot juang rakyat harga normal ongkos angkot turun berani sok jago nantang perintah gilir lapang hadap sopor angkot usaha angkot berani luhkalau perintah karuan berani tindak keras anarkis gilir hadap rakyat sopir angkot dagang sembako harga tarif beranitahu tarif angkot sulit turun harga hasil tuntut turun harga bbm bersubsidiharga bbm subsidi turun untung nikmat subsidi senang subsidi mikir gih,0,Hai para Pendemo!! Kalian buka mata dan hati..sekarang barang sudah naik..angkot sudah naik..lu semua bisa ngga memperjuangkan rakyat kecil agar harga normal kembali????? Ongkos angkot turun  kembali?? ..beraninya sok jago nantang pemerintah. Giliran dilapangan ngadepin para sopor angkot atau pengusaha angkot mana berani luh..kalau pemerintah sih karuan ngga akan berani bertindak keras anarchis..giliran ngadepin rakyat kecil seperti supir angkot pedagang sembako yg sudah menaikan harga atau tarif mana berani????<br>Tahu ngga kalian...sekali tarif angkot naik itu susah turun dan dikembalikan ke harga semula seandainya kalian berhasil atas tubtutan menurunkan harga BBM Bersubsidi!!!<br>Harga BBM bersubsidi turun yg diuntungkan siapa??? Siapa penikmat Subsidi? Siapa yg senabg jika subsidi besar ?? Mikir sendiri gih!!!
tumpang kendara paksa suruh turun,0,Penumpang di dalam kendaraan terpaksa di suruh turun
simpati rakyat demo berfiker demo bbm jkw rakyat tuju biar cari salah salah rakyat bbm cari jalan rakyat sasar balas dendam rakyat umbar angkoro murka rakyat tunduk harga harga rakyat rakyat harga tunggu allah keras biar tunggu hasel aher,0,Ini memang dak ada rasa simpati ke rakyat yg demo dan dak berfiker siapa penyebab nya ada pendemo kan kenaikan BBM berasal dari jkw rakyat dak setuju kok di biarkan malah di cari kesalahan nya jadi yg salah itu rakyat apa yg menaikan BBMada dak bisa cari jln keluar apa memang rakyat jadi sasaran balas dendam kok ke rakyat ini ngumbar angkoro murko pengen rakyat nya tundok bukan dg cara seperti ini kalo minta di hargai yaitu harus menghargai rakyat itu baru rakyat akan menghargai apa mau kita tunggu peringat Alloh yg lebih keras biarkan kalo itu mau nya kita tunggu hasel Aher saja.
