text,sentiment,original_text
rakyat demo turun jalan tuntut undang undang hukum mati koruptor nominal juta biar demo sia sia undang undang negara,1,SEBAIKNYA SELURUH RAKYAT DEMO TURUN KE JALAN MENUNTUT UU HUKUM MATI BAGI KORUPTOR DENGAN NOMINAL DI ATAS 1JT. biar demonya g sia2. Karena dgn di tetapkan UU tersebut negara ini akan baik dengan sendirinya
demonstrasi mahasiswa turun harga bbm hasil aparat polisi jokowi calon presiden kali,1,"Jika demonstrasi mahasiswa untuk menurunkan harga BBM  tidak berhasi, dan bisa di atasi oleh aparat kepolisian, maka Jokowi akan mencalonkan diri lagi sebagai presiden untuk yg ketiga kalinya wk wkwkwkwkwk 🤣🤣🤣"
sandiwara klasik bbm,1,sandiwara klasik kenaikan BBM.....
perintah sibuk bantu langsung tunaidi sisi mahasiswa politikus sibuk ber demo,1,Sementara pemerintah sibuk membagikan bantuan langsung tunai.💟💟💟💟💟🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩...di sisi lain para mahasiswa dan para politikus sibuk ber demo....😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇
harga bbm otomatis harga nilai uang turun demo gaji otomatis,1,"Kalau menurut saya sih naik harga BBM otomatis semua harga yg lain juga ikut naik, dan nilai uang yg akan menurun, jadi ngak usah demo sih sebenarnya, karna gaji otomatis juga akan ikut naik"
awas hati mahasiswa jakarta si langgar ham kapolda mafia hati jaga sayang nyawa rakyat turun jalan mending mati ketimbang mahasiswa hidup mahasiswa,1,"Awas hati&quot;mahasis di jkt itu ada si pelagar ham ada Kapolda mavia hati&quot;Jaga diri kalian sayangi nyawa kalian,kami rakyat siap turun ke jln mending kami yang pada mati ketimbang mahasiswa,hidup mahasiswa"
inget kuasa demo hmmmmm tantang rakyat berat,1,"Inget state penguasa,klw naek 100% demo&#39;a berapa lama ???<br><br>Hmmmmm nantangin rakyat berati kan ,,,,"
moga mahasiswa sehat amp selamat dukung anak bangsa,1,Semoga mahasiswa di berikan kesehatan &amp; keselamatan dukung dong anak bangsa
salut inspirasi mahasiswa,1,Salut kalian penyampai inspirasi kami para mahasiswa
ah kayak aman ikn selesai sumber uang tuh rakyat gampang tinggal kasih ribu langsung tidur,1,AH yang penting gak kaya 2018 masih aman.. Lanjutkan.. Ikn harus selesai.. Sumber uang tuh.. Rakyat sekarang mah gampang tinggal kasih 600rb juga langsung tidur..
ayo mahasiswa semangat,1,Ayo mahasiswa semangat
kali dukung unjuk,1,Baru kli ini saya dukung unjuk rasa....
semangat mahasiswa berani,1,Semangat wahai mahasswa pemberani..
bbmnaikan bbmmasih sepeda pancal,1,Naikan bbm<br><br>Naikan bbm<br><br><br>Masih ada sepeda pancal  !!<br><br>💪🏻💪🏻💪🏻💪🏻
tuhan orang orang berani,1,Tuhan bersama orang-orang pemberani!
mahasiswa suara hati masyarakat suara paksa terima bingung,1,"Wahai mahasiswa suarakanlah hati masyarakat kecil yang tidak tau caranya bersuara lagi , mereka hanya terpaksa menerima keadaan dgn kebingungan ."
maju biar rakyat cekik,1,"Maju terus, biar mereka tau rakyat semakin tercekik"
media bayar sudut rakyat bayar unggul perintah,1,Media di bayar berapa buat menyudutkan rakyat? Dibayar berapa buat mengunggulkan pemerintah?
santai hipnotis nada orang lugu cita cita adolf hitler,1,"Sampaikan dengan santai. Hemm meng hipnotis kata dan nada nya , orang yang kelihatan lugu tapi bercita cita menjadi Adolf Hitler 👺"
semangat maju mahasiswa,1,Josss semangat maju terus mahasiswa
tumbuh subur gera,1,tumbuh subur pergerakan q
rakyat moga mahasiswa selamat sehat,1,"Saya sebagai rakyat kecil, semoga para mahasiswa selalu di beri keselamatan, kesehatan,"
bilang mahasiswa islam doang profesional bbm netral loh berita,1,"Jangan bilang mahasiswa islam doang, ternyata anda pro juga naik bbm ya , ga netral loh berita"
perintah dampak usaha demo marah mahasiswa mahasiswa solusi bikin rusuh rugi negara cerdas masak bikin solusi kendara listrik,1,"Yang naikin pemerintah, yang terdampak perusahaan sama bapak lu, yang demo dan yang marah malah mahasiswa, sebetulnya mahasiswanya guna nya apa sih solusi gak ada, bikin rusuh dan merugikan negara saja. Katanya cerdas, masak bikin solusi kendaraan listrik gitu aja kagak bisa"
alah inggris harga bbm rakyat,1,Alah di Inggris harga BBM naik  tapi rakyat di sini biasa aja tuuu….
lanjutttkannn pejuangkalian hebattttt,1,"LANJUTTTKANNN PEJUANG,<br>KALIAN HEBATTTTT."
dukung pemuda pemuda bangsa indonesia rakyat tekan perintah,1,Saya mendukung pemuda2 bangsa Indonesia .. kita sebagai rakyat selalu di tekan pemerintah.
demo nama,1,Demonya mengatasnamakan siapa?
terima kasih mahasiswa,1,Makasih ya mahasiswa
hidup ricuh,1,Hidup ricuh
siswa lantar kesekolahya pandemi ajar rumah repot yakan,1,Ya kalau siswa terlantar kesekolah<br>Ya kembali saja kemasa pandemi <br>Belajar dirumah kan nggak repot <br>Yakan
rokok demo bbm demo,1,ROKOK NAIK AJA GA DEMO.BBM NAIK AJA DEMO
nama semangat,1,Itu baru namanya semangatt
rakyat pengambilalihan perintah adil,1,"Boleh gg siih rakyat mengkudeta pemerintah, karena ketidak adilan?"
maju kawan,1,Maju terus kawan
mantap,1,mantapp 👍🏻
rakyat mah bodoh bensin nikmat bbm murah orang kayak,1,Saya rakyat kecil mAh bodo amat bensin naik. Kan yg menikmati bbm murah juga org&quot; kaya .
hidup mahasiswa,1,Hidup Mahasiswa !!!!
rakyat bis pasrah,1,Saya rakyat hanya bis psrah😭😭😭😭
maju mahasiswa pantang mundur rakyat demo mahasiswa tuntut bbm sengsara hidup rakyat demo mahasiswa jalur,1,"Maju terus mahasiswa pantang mundur demi Rakyat demo lah mahasiswa tuntut kenaikan BBM,yg sangat menyengsarakan kehidupan rakyat, demo lah mahasiswa dengan jalur yg benar"
rakyat dukung mahasiswa juang suara rakyat moga perintah perhati rakyat perhati awai rakyat perhati,1,"Saya sebagai rakyat biasa mendukung mahasiswa,yg tlh menperjuang kan suara rakyat 🙏 semoga pemerintah jg bisa lbh memperhatikan rakyat,  jangn cuma hanya menperhatikan  pengawai saja,sedangkan kami rakyat biasa kurang di perhatikan 🙏😭"
insyaallah mahasiswa sehat juang rakyat,1,InsyaAllah mahasiswa sehat slalu dlm mmperjuangkan rakyat💖🖒
revolusi tolong juang mahasiswa,1,Revolusi ! Tolong perjuangkan Mahasiswa
mahasiswa demo dpr raya ulang puan negeri penuh dongen,1,mahasiswa demo dpr rayakan ultah puan negri penuh dongen🤣
hidup mahasiswa hidup rakyat indonesia,1,HIDUP MAHASISWA HIDUP RAKYAT INDONESIA
rusuh dampak perintah demo damai anggap angin demo ricuh anggap angin demo adem adem ganti menteri uang,1,"Kalau tdk rusuh tdk akan ada impact ke pemerintah, kalau demo damai hanya dianggap angin lalu, demo ricuh saja sering dianggap angin lalu apalagi kalau demonya adem2 saja. Ganti mentri keuangan!"
harga bbm dunia wajar bbm negeri perintah berat rakyat subsidi murah akibat negara rugi situasi krisis udahlah blt bbm jarang jarang loh perintah kayak kampung pasrah usaha paham maksud perintah harga karet merosot jatuh kilogram mata cahari uang beli sembako minyak bbm profesional perintah maksud putus moga dampak positif,1,"Harga bbm dunia bukannya emang lg naik yah, ya wajar kalau bbm dalam negeri naik juga. Pemerintah juga tahu ini memberatkan rakyat, tp kalau d subsidi murah terus bisa2 negara jg yg rugi, apalagi d situasi krisis sekarang ini. Udahlah, lagian kan ada blt bbm jg, jarang2 ada loh Pemerintah kyak gini. Kami d kampung aja yah pasrah aja karena kami berusaha memahami maksud dari pemerintah. Disini harga karet aja merosot jatuh sampai ada yg 5000/kg padahal itulah mata pencaharian sehari2 disini. Uangnya buat beli sembako, minyak, bbm juga dll. Bukan pro pemerintah sih, tp kalau emang ada maksud yg baik dibalik keputusan itu, srmoga bisa memberi dampak positif bagi kita semua."
demo beli minggu ribu,1,Aku  gak  demo  masih   naik  yang   penting bisa   beli   1minggu  cumak  100 ribu
turun bmm,1,Turunkan BMM
ayo mundur jokowi serah,1,Ayo jgn mundur 👍<br>Sampai Jokowi menyerah
juang hidup mahasiswa,1,Lanjutkan perjuangan.. hidup mahasiswa...
wakil rakyat gaji rakyat wakil suara rakyat dengar suara rakyat,1,Para wakil rakyat kalian digaji oleh rakyat untuk mewakili suara rakyat jd sudah seharusnya kalian mendengar dan meneruskan suara rakyat
demo turun gaji jabat uang makan biar rakyat buruh gaji bbm bbm rakyat jabat enak enak gaji kerja santai,1,"Kalau mau sebenarnya. demo turunkan gaji pejabat dan uang makan mreka biar kita rakyat kecil dan buruh juga bisa dapat gaji agak lbh besar walaupun BBM naik,,, sebenarnya tdk masalah BBM naik,tpi pendapatan rakyat masih kecil tpi pejabat tinggi malah yg enak2 dpt gaji besar dan kerjapun santai."
mental tangan subsidikecanduantapi harga gaji yassalam,1,Yah mental tangan di bawah kebiasaan di subsidi/kecanduan🗿<br><br>Tapi kenaikan harga tanpa di barengi kenaikan gaji ya yassalam🤣
wakil bela rakyat mahasiswa moga kakak kakak mahasiswa sehat amin,1,"Sebenarnya yang mewakili dan membela rakyat kecil itu mahasiswa, semoga kakak kakak mahasiswa selalu di berikan kesehatan amin🤲"
mantap mahasiswa,1,Mantap mahasiswa
paham dinamika ekonomi makro tolong bbm,1,Yg paham dinamika ekonomi makro tolong jelasin dong knp bbm naik
tolong polisi netral biar adik mahasiswa bela rakyat,1,Tolong bapak polisi harus bisa netral.. Biarkan adik2 mahasiswa membela rakyat kecil
nama juang kompak rakyat,1,Ini namanya berjuang dan selalu kompak buat rakyat kecil
semangat teman teman juang moga lindung,1,Semangat buat2 teman2 yg berjuang <br>Semoga dilindungi TYM
lupa sambo kawal teman,1,Jangan lupakan kasus sambo tetap kawal gaes
mantap dukung,1,"Mantap,  gue dukung"
demo anggap suara anak ayamkata dpr,1,"Udah lah demo udah biasa ,,anggap aja suara anak ayam,,<br>Kata DPR"
terima kasih mahasiswa kasihan orang orang harga bbm,1,terima kasih mahasiswa krna km benar itu kasian orang2 kecil harga BBM tambah naik
semangat temen temen,1,Semangat temen temen
solusi beban subsidi demo solusi,1,"Solusinya ap ? Krna beban subsidi jg besar , demo memberikan solusi itu lebih baik."
moga rakyat mahasiswa suara,1,Semoga ada ralyat mahasisawa yg lain ikut menyuarakan
biar mahasiswa demo berontak indonesia maju dunia,1,"Biar tdk ada mahasiswa yg demo pemberontak,INDONESIA tetap maju dan diakui dunia"
bagus rakyat,1,Bagus rakyat harus bersatu
hidup mahasiswa,1,Hidup mahasiswa
demo dilarangmalahan lindung undang undangtapi demo akal sehatmasa ricuhya,1,Demo tidak dilarang...<br>Malahan dilindungi oleh Undang-undang...<br>Tapi Demo yang BerAkal sehat...<br>Masa Ricuh...<br><br>Ya <br>Begitulah...
syukur mahasiswa kritis,1,Syukur kalo masih ada mahasiswa yang kritis
moga cepat al mahdi kakbah allahu akbar allahu akbar allahu akbar,1,Semoga secepatnya Al Mahdi di baiat di kakbah Allahuakbar Allahuakbar Allahuakbar
moga allah subhanahu wa taala lindung negara republik indonesia,1,Semoga Allah SWT melindungi NKRI
pikir akal sehat aksi rugi orang sepele moga orang orang syukur uji mudah presiden cari solusi sejahtera rakyat,1,Harus difikirkan dg akal sehat sebelum beraksi karna merugikan orang banyak hanya masalah sepele semoga masih banyak2 orang2 yg bersyukur dg ujian ini... di berikan kemudahan pula utk presiden kita menacari solusi utk menysejahtrakan takyatnya
sehat kawan,1,Sehat selalu kawan
juang rakyat,1,Jangan setengah2 berjuang demi rakyat
harga bbm tolak blt embat blt tolak biar adil,1,Harga BBM di tolak tapi BLT tetap di embat harusnya BLT juga di tolak biar fair 😂😂😂
akibat harga bbm turun bbm sby,1,"Ini lah akibat menaikkan harga BBM, sdh turun kan BBM seperti pak SBY"
tuju,1,Setuju
tolong elemen turun jalan bantu mahasiswa butuh makan salah libur bantu hasil menikmatisemangat mahasiswa,1,"Please for all elemen turun ke jalan bantu mahasiswa,jangan hanya mereka,kita memang butuh makan tapi apa salahnya sehari kita libur untuk membantu, karena hasilnya pun buat kita juga yg menikmati<br><br>Semangat mahasiswa 😍😍😍💪💪💪"
demo,1,Yah demo2 lagi
perhati perintah masyarakat turun jalan suara mahasiswa dengarkananeh kanseharusnya mahasiswa turun quotmasyarakatquotdikarenakan quotmasyarakatquot turun beda cerita demo perangbakalan parah iniitukan perintah,1,"Jika diperhatikan keinginan pemerintah selama ini yaitu ingin Masyarakat sendiri yang turun kejalan dikarenakan banyak suara mahasiswa yang tidak di dengarkan<br><br>Aneh kan?<br>Seharusnya lebih baik mahasiswa yang turun dari pada &quot;MASYARAKAT&quot;<br>Dikarenakan kalau udah &quot;Masyarakat&quot; yang turun beda lagi cerita nya, bukan demo tapi perang.<br>Bakalan lebih parah dari ini<br>Itukan yang di inginkan oleh pemerintah?🗿"
jokowi kangen demo,1,Lanjutkan terus... Bukannya Pak Jokowi kangen didemo... 😂😂😂😂
maju wakil rakyat,1,Maju teruuuuuus wakil rakyat
juang rakyatsemoga jabat bbmmenjadi orang miskin miskin nyaagar duit bingung pikir beli makan bensin kendara kerja,1,"Ini baru pejuang rakyat,<br>Semoga para pejabat yg menaikan bbm<br>Menjadi org miskin, se miskin nya<br>Agar dia tau , bagaimana rasanya duit pas pas an <br>Bingung mikirin beli makanan , dan bensin kendraan untuk kerja"
hidup mahasiswa hidup mahasiswa hidup mahasiswa,1,hidup mahasiswa....hidup mahasiswa....hidup mahasiswa
harga bensin ribu liter protes,1,Di tempatku harga bensin 15 ribu per liter b aja nga ada yang perotes
allah tuhan lindung demo allah tolong jokowi kabul rakyat orang kayak santai rakyat jerit bbm sembako,1,"ya Allah gustiii lindungilh para pndemo ya Allah, tolonglh bpk jokowi kabulkn kmauan rakyat kecil, klu org kaya maahh santai, tp rakyat kecil bnr2 mnjerit bbm naik sembako naik smua"
gas rakyat indonesia cinta,1,Gass poll RAKYAT INDONESIA TERCINTA
moga selamat,1,Semoga semua di berikan ke selamat buat semuaya
moga mahasiswa bela negeri lindung allah allah bikin rakyat senang bikin rakyat sengsara kuasa tuhan adil petinggi zalim,1,Semoga mahasiswa yg membela negri ini di lindungi Allah ..ya Allah bukannya bikin rakyat senang malah bikin rakyat sengsara blangsak...tunjukan kuasamu ya rob untuk mengadili petinggi yg zholim
harga bbm masyarakat blt bodoh harga pangan blt harga bbm,1,"Harga BBM naik masyarakat biasa biasa saja sudah dikasih BLT itu kebodohan harga pangan itu yang terpenting bukan BLT, pasti harga apa saja akan naik BBM naik"
target gedung perintah,1,😂yaa lanjutkan  targetkan ke gedung pemerintah
hidup mahasiswa,1,Hidup mahasiswa
wajar sobat bbm sebentar milu subsidi kasih rakyat mending subsidi kasih partai politik zaman urus partai politik urus rakyat gampang,1,"Wajar lah sobat BBM naik kita kan sebentar lagi mau pemilu,dari pada subsidi di kasih dgn rakyat mendingan subsidi dikasi ke partai politik,sekarang kan zamanya urusan  partai politik,klu urusan rakyat gampang itu belakangan 😁."
banding harga bbm malaysia indonesia malaysia harga bbm murah subsidi rakyat malaysia harga bbm sen mahal malaysia uang hitung sen malaysia uang sangatl harga warga negara,1,"jangan bandingkan harga bbm malaysia dengan indonesia di malaysia harga bbm lebih murah karena ada subsidi untuk rakyatnya, di malaysia harga bbm naik 10cen pun sudah dikira cukup mahal, di malaysia uwangnya di hitung dari sen di malaysia uwang sangatlah berharga bagi warga negaranya."
saudara saudara,1,Lanjutkan saudara saudara..... !
mending bbm subsidi,1,Mending bbm tdk lg disubsidi saja
malu orang papuadi papua bbm mahal santai aja,1,"MALAU LAH SAMA ORANG PAPUA🤣🤣🤣<br>DI PAPUA AJA BBM MAHAL AJA WOLES2 AJA, 🤦‍♀️🤦‍♂️"
alih kendara listrik,1,Beralih Ke Kendaraan LISTRIK
kawan,1,Lanjutkan kawan&quot;👍👍👍
mahasiswa tuntut koruptor miskin kandan pensiun anggota dewan hapus,1,Lebih baik klo para mahasiswa itu menuntut para agar para koruptor di miskin kan<br>Dan pensiunan anggota dewan di hapus.💪💪💪
jusuf kalla bilang jokowi kenal lantas presiden hancur negeri,1,Dulu jusuf kalla pernah bilamg “ jangan hanya katena jokowi terkenal lantas dijadikan presiden bisa hancur negeri ini bisa masalah
juang hak rakyat amp wakil rakyat,1,Pejuang hak rakyat &amp; wakil rakyat yg sbnrnya...
allah lindung juang rakyat,1,Y alloh lindungilah para pejuang rakyat2 qu.
gas mahasiswa bensin mahal antri gila negeri,1,"Gassss para mahasiswa, bensin sudah mahal, antrinya panjang juga, sdh gila negri ini"
harga bbm biar perintah paham henti demo,1,"Harga bbm naik biar kan saja pemerintah lbh paham, stop demo"
sehat umur bela rakyat,1,Sehat selalu dan panjang umur utk pembela rakyat kecil
gagah berani putra putri bangsa,1,Gagah berani putra putri bangsa.
merdeka,1,MERDEKA
khusus bio solar cor sulit,1,"Semuanya naik gak masalah yang penting, khususnya buat bio solar, Jangan ada yang ngecor itu yang buat sulit"
harga bbm stabil harga harga barang gaji karyawan harga karet,1,"Harga BBM boleh naik tpi stabilkan harga2 barang,,,dan naikan gajih2 kariawan,serta naikan harga karet"
sehat mahasiswa terima kasih mahasiswa wakil rakyat jerit,1,"Sehat selalu Mahasiswa, terimakasih kalian mahasiswa mewakili rakyat yang sedang menjerit"
mantap mahasiswa,1,Mantap mahasiswa
harga bbm indonesia rendah dunia peringkat salah negara negara asean laos burma kamboja thailand efek perang harga bahan bakar dunia demo sila bbm wajar,1,"Harga BBM Indonesia sudah termasuk yang rendah di dunia (Peringkat 119 kalau gak salah, masih di bawah negara2 ASEAN lain seperti Laos, Burma, Kamboja, dan Thailand). Terutama efek perang karena itu harga bahan bakar dunia jadi naik. Mau demo silahkan, tapi kalian harus tahu kalau kenaikan BBM ini masih termasuk wajar."
dukung juang indonesia,1,Dukung pejuang indonesia
